step,time_s,gradient_descent_only_H,sis_elp_H,pi_elp_H
170251,1.70251e-06,-2384.0,-3072.0,-3034.0
170252,1.70252e-06,-2384.0,-3072.0,-3034.0
170253,1.70253e-06,-2384.0,-3072.0,-3034.0
170254,1.70254e-06,-2384.0,-3072.0,-3034.0
170255,1.70255e-06,-2384.0,-3072.0,-3034.0
170256,1.70256e-06,-2384.0,-3072.0,-3034.0
170257,1.70257e-06,-2384.0,-3072.0,-3034.0
170258,1.70258e-06,-2384.0,-3072.0,-3034.0
170259,1.70259e-06,-2384.0,-3072.0,-3034.0
170260,1.7026e-06,-2384.0,-3072.0,-3034.0
170261,1.70261e-06,-2384.0,-3072.0,-3034.0
170262,1.70262e-06,-2384.0,-3072.0,-3034.0
170263,1.70263e-06,-2384.0,-3072.0,-3034.0
170264,1.70264e-06,-2384.0,-3072.0,-3034.0
170265,1.70265e-06,-2384.0,-3072.0,-3034.0
170266,1.70266e-06,-2384.0,-3072.0,-3034.0
170267,1.70267e-06,-2384.0,-3072.0,-3034.0
170268,1.70268e-06,-2384.0,-3072.0,-3034.0
170269,1.70269e-06,-2384.0,-3072.0,-3034.0
170270,1.7027e-06,-2384.0,-3072.0,-3034.0
170271,1.70271e-06,-2384.0,-3072.0,-3034.0
170272,1.70272e-06,-2384.0,-3072.0,-3034.0
170273,1.70273e-06,-2384.0,-3072.0,-3034.0
170274,1.70274e-06,-2384.0,-3072.0,-3034.0
170275,1.70275e-06,-2384.0,-3072.0,-3034.0
170276,1.70276e-06,-2384.0,-3072.0,-3034.0
170277,1.70277e-06,-2384.0,-3072.0,-3034.0
170278,1.70278e-06,-2384.0,-3072.0,-3034.0
170279,1.70279e-06,-2384.0,-3072.0,-3034.0
170280,1.7028e-06,-2384.0,-3072.0,-3034.0
170281,1.70281e-06,-2384.0,-3072.0,-3034.0
170282,1.70282e-06,-2384.0,-3072.0,-3034.0
170283,1.70283e-06,-2384.0,-3072.0,-3034.0
170284,1.70284e-06,-2384.0,-3072.0,-3034.0
170285,1.70285e-06,-2384.0,-3072.0,-3034.0
170286,1.70286e-06,-2384.0,-3072.0,-3034.0
170287,1.70287e-06,-2384.0,-3072.0,-3034.0
170288,1.70288e-06,-2384.0,-3072.0,-3034.0
170289,1.70289e-06,-2384.0,-3072.0,-3034.0
170290,1.7029e-06,-2384.0,-3072.0,-3034.0
170291,1.70291e-06,-2384.0,-3072.0,-3034.0
170292,1.70292e-06,-2384.0,-3072.0,-3034.0
170293,1.70293e-06,-2384.0,-3072.0,-3034.0
170294,1.70294e-06,-2384.0,-3072.0,-3034.0
170295,1.70295e-06,-2384.0,-3072.0,-3034.0
170296,1.70296e-06,-2384.0,-3072.0,-3034.0
170297,1.70297e-06,-2384.0,-3072.0,-3034.0
170298,1.70298e-06,-2384.0,-3072.0,-3034.0
170299,1.70299e-06,-2384.0,-3072.0,-3034.0
170300,1.703e-06,-2384.0,-3072.0,-3034.0
170301,1.70301e-06,-2384.0,-3072.0,-3034.0
170302,1.70302e-06,-2384.0,-3072.0,-3034.0
170303,1.70303e-06,-2384.0,-3072.0,-3034.0
170304,1.70304e-06,-2384.0,-3072.0,-3034.0
170305,1.70305e-06,-2384.0,-3072.0,-3034.0
170306,1.70306e-06,-2384.0,-3072.0,-3034.0
170307,1.70307e-06,-2384.0,-3072.0,-3034.0
170308,1.70308e-06,-2384.0,-3072.0,-3034.0
170309,1.70309e-06,-2384.0,-3072.0,-3034.0
170310,1.7031e-06,-2384.0,-3072.0,-3034.0
170311,1.70311e-06,-2384.0,-3072.0,-3034.0
170312,1.70312e-06,-2384.0,-3072.0,-3034.0
170313,1.70313e-06,-2384.0,-3072.0,-3034.0
170314,1.70314e-06,-2384.0,-3072.0,-3034.0
170315,1.70315e-06,-2384.0,-3072.0,-3034.0
170316,1.70316e-06,-2384.0,-3072.0,-3034.0
170317,1.70317e-06,-2384.0,-3072.0,-3034.0
170318,1.70318e-06,-2384.0,-3072.0,-3034.0
170319,1.70319e-06,-2384.0,-3072.0,-3034.0
170320,1.7032e-06,-2384.0,-3072.0,-3034.0
170321,1.70321e-06,-2384.0,-3072.0,-3034.0
170322,1.70322e-06,-2384.0,-3072.0,-3034.0
170323,1.70323e-06,-2384.0,-3072.0,-3034.0
170324,1.70324e-06,-2384.0,-3072.0,-3034.0
170325,1.70325e-06,-2384.0,-3072.0,-3034.0
170326,1.70326e-06,-2384.0,-3072.0,-3034.0
170327,1.70327e-06,-2384.0,-3072.0,-3034.0
170328,1.70328e-06,-2384.0,-3072.0,-3034.0
170329,1.70329e-06,-2384.0,-3072.0,-3034.0
170330,1.7033e-06,-2384.0,-3072.0,-3034.0
170331,1.70331e-06,-2384.0,-3072.0,-3034.0
170332,1.70332e-06,-2384.0,-3072.0,-3034.0
170333,1.70333e-06,-2384.0,-3072.0,-3034.0
170334,1.70334e-06,-2384.0,-3072.0,-3034.0
170335,1.70335e-06,-2384.0,-3072.0,-3034.0
170336,1.70336e-06,-2384.0,-3072.0,-3034.0
170337,1.70337e-06,-2384.0,-3072.0,-3034.0
170338,1.70338e-06,-2384.0,-3072.0,-3034.0
170339,1.70339e-06,-2384.0,-3072.0,-3034.0
170340,1.7034e-06,-2384.0,-3072.0,-3034.0
170341,1.70341e-06,-2384.0,-3072.0,-3034.0
170342,1.70342e-06,-2384.0,-3072.0,-3034.0
170343,1.70343e-06,-2384.0,-3072.0,-3034.0
170344,1.70344e-06,-2384.0,-3072.0,-3034.0
170345,1.70345e-06,-2384.0,-3072.0,-3034.0
170346,1.70346e-06,-2384.0,-3072.0,-3034.0
170347,1.70347e-06,-2384.0,-3072.0,-3034.0
170348,1.70348e-06,-2384.0,-3072.0,-3034.0
170349,1.70349e-06,-2384.0,-3072.0,-3034.0
170350,1.7035e-06,-2384.0,-3072.0,-3034.0
170351,1.70351e-06,-2384.0,-3072.0,-3034.0
170352,1.70352e-06,-2384.0,-3072.0,-3034.0
170353,1.70353e-06,-2384.0,-3072.0,-3034.0
170354,1.70354e-06,-2384.0,-3072.0,-3034.0
170355,1.70355e-06,-2384.0,-3072.0,-3034.0
170356,1.70356e-06,-2384.0,-3072.0,-3034.0
170357,1.70357e-06,-2384.0,-3072.0,-3034.0
170358,1.70358e-06,-2384.0,-3072.0,-3034.0
170359,1.70359e-06,-2384.0,-3072.0,-3034.0
170360,1.7036e-06,-2384.0,-3072.0,-3034.0
170361,1.70361e-06,-2384.0,-3072.0,-3034.0
170362,1.70362e-06,-2384.0,-3072.0,-3034.0
170363,1.70363e-06,-2384.0,-3072.0,-3034.0
170364,1.70364e-06,-2384.0,-3072.0,-3034.0
170365,1.70365e-06,-2384.0,-3072.0,-3034.0
170366,1.70366e-06,-2384.0,-3072.0,-3034.0
170367,1.70367e-06,-2384.0,-3072.0,-3034.0
170368,1.70368e-06,-2384.0,-3072.0,-3034.0
170369,1.70369e-06,-2384.0,-3072.0,-3034.0
170370,1.7037e-06,-2384.0,-3072.0,-3034.0
170371,1.70371e-06,-2384.0,-3072.0,-3034.0
170372,1.70372e-06,-2384.0,-3072.0,-3034.0
170373,1.70373e-06,-2384.0,-3072.0,-3034.0
170374,1.70374e-06,-2384.0,-3072.0,-3034.0
170375,1.70375e-06,-2384.0,-3072.0,-3034.0
170376,1.70376e-06,-2384.0,-3072.0,-3034.0
170377,1.70377e-06,-2384.0,-3072.0,-3034.0
170378,1.70378e-06,-2384.0,-3072.0,-3034.0
170379,1.70379e-06,-2384.0,-3072.0,-3034.0
170380,1.7038e-06,-2384.0,-3072.0,-3034.0
170381,1.70381e-06,-2384.0,-3072.0,-3034.0
170382,1.70382e-06,-2384.0,-3072.0,-3034.0
170383,1.70383e-06,-2384.0,-3072.0,-3034.0
170384,1.70384e-06,-2384.0,-3072.0,-3034.0
170385,1.70385e-06,-2384.0,-3072.0,-3034.0
170386,1.70386e-06,-2384.0,-3072.0,-3034.0
170387,1.70387e-06,-2384.0,-3072.0,-3034.0
170388,1.70388e-06,-2384.0,-3072.0,-3034.0
170389,1.70389e-06,-2384.0,-3072.0,-3034.0
170390,1.7039e-06,-2384.0,-3072.0,-3034.0
170391,1.70391e-06,-2384.0,-3072.0,-3034.0
170392,1.70392e-06,-2384.0,-3072.0,-3034.0
170393,1.70393e-06,-2384.0,-3072.0,-3034.0
170394,1.70394e-06,-2384.0,-3072.0,-3034.0
170395,1.70395e-06,-2384.0,-3072.0,-3034.0
170396,1.70396e-06,-2384.0,-3072.0,-3034.0
170397,1.70397e-06,-2384.0,-3072.0,-3034.0
170398,1.70398e-06,-2384.0,-3072.0,-3034.0
170399,1.70399e-06,-2384.0,-3072.0,-3034.0
170400,1.704e-06,-2384.0,-3072.0,-3034.0
170401,1.70401e-06,-2384.0,-3072.0,-3034.0
170402,1.70402e-06,-2384.0,-3072.0,-3034.0
170403,1.70403e-06,-2384.0,-3072.0,-3034.0
170404,1.70404e-06,-2384.0,-3072.0,-3034.0
170405,1.70405e-06,-2384.0,-3072.0,-3034.0
170406,1.70406e-06,-2384.0,-3072.0,-3034.0
170407,1.70407e-06,-2384.0,-3072.0,-3034.0
170408,1.70408e-06,-2384.0,-3072.0,-3034.0
170409,1.70409e-06,-2384.0,-3072.0,-3034.0
170410,1.7041e-06,-2384.0,-3072.0,-3034.0
170411,1.70411e-06,-2384.0,-3072.0,-3034.0
170412,1.70412e-06,-2384.0,-3072.0,-3034.0
170413,1.70413e-06,-2384.0,-3072.0,-3034.0
170414,1.70414e-06,-2384.0,-3072.0,-3034.0
170415,1.70415e-06,-2384.0,-3072.0,-3034.0
170416,1.70416e-06,-2384.0,-3072.0,-3034.0
170417,1.70417e-06,-2384.0,-3072.0,-3034.0
170418,1.70418e-06,-2384.0,-3072.0,-3034.0
170419,1.70419e-06,-2384.0,-3072.0,-3034.0
170420,1.7042e-06,-2384.0,-3072.0,-3034.0
170421,1.70421e-06,-2384.0,-3072.0,-3034.0
170422,1.70422e-06,-2384.0,-3072.0,-3034.0
170423,1.70423e-06,-2384.0,-3072.0,-3034.0
170424,1.70424e-06,-2384.0,-3072.0,-3034.0
170425,1.70425e-06,-2384.0,-3072.0,-3034.0
170426,1.70426e-06,-2384.0,-3072.0,-3034.0
170427,1.70427e-06,-2384.0,-3072.0,-3034.0
170428,1.70428e-06,-2384.0,-3072.0,-3034.0
170429,1.70429e-06,-2384.0,-3072.0,-3034.0
170430,1.7043e-06,-2384.0,-3072.0,-3034.0
170431,1.70431e-06,-2384.0,-3072.0,-3034.0
170432,1.70432e-06,-2384.0,-3072.0,-3034.0
170433,1.70433e-06,-2384.0,-3072.0,-3034.0
170434,1.70434e-06,-2384.0,-3072.0,-3034.0
170435,1.70435e-06,-2384.0,-3072.0,-3034.0
170436,1.70436e-06,-2384.0,-3072.0,-3034.0
170437,1.70437e-06,-2384.0,-3072.0,-3034.0
170438,1.70438e-06,-2384.0,-3072.0,-3034.0
170439,1.70439e-06,-2384.0,-3072.0,-3034.0
170440,1.7044e-06,-2384.0,-3072.0,-3034.0
170441,1.70441e-06,-2384.0,-3072.0,-3034.0
170442,1.70442e-06,-2384.0,-3072.0,-3034.0
170443,1.70443e-06,-2384.0,-3072.0,-3034.0
170444,1.70444e-06,-2384.0,-3072.0,-3034.0
170445,1.70445e-06,-2384.0,-3072.0,-3034.0
170446,1.70446e-06,-2384.0,-3072.0,-3034.0
170447,1.70447e-06,-2384.0,-3072.0,-3034.0
170448,1.70448e-06,-2384.0,-3072.0,-3034.0
170449,1.70449e-06,-2384.0,-3072.0,-3034.0
170450,1.7045e-06,-2384.0,-3072.0,-3034.0
170451,1.70451e-06,-2384.0,-3072.0,-3034.0
170452,1.70452e-06,-2384.0,-3072.0,-3034.0
170453,1.70453e-06,-2384.0,-3072.0,-3034.0
170454,1.70454e-06,-2384.0,-3072.0,-3034.0
170455,1.70455e-06,-2384.0,-3072.0,-3034.0
170456,1.70456e-06,-2384.0,-3072.0,-3034.0
170457,1.70457e-06,-2384.0,-3072.0,-3034.0
170458,1.70458e-06,-2384.0,-3072.0,-3034.0
170459,1.70459e-06,-2384.0,-3072.0,-3034.0
170460,1.7046e-06,-2384.0,-3072.0,-3034.0
170461,1.70461e-06,-2384.0,-3072.0,-3034.0
170462,1.70462e-06,-2384.0,-3072.0,-3034.0
170463,1.70463e-06,-2384.0,-3072.0,-3034.0
170464,1.70464e-06,-2384.0,-3072.0,-3034.0
170465,1.70465e-06,-2384.0,-3072.0,-3034.0
170466,1.70466e-06,-2384.0,-3072.0,-3034.0
170467,1.70467e-06,-2384.0,-3072.0,-3034.0
170468,1.70468e-06,-2384.0,-3072.0,-3034.0
170469,1.70469e-06,-2384.0,-3072.0,-3034.0
170470,1.7047e-06,-2384.0,-3072.0,-3034.0
170471,1.70471e-06,-2384.0,-3072.0,-3034.0
170472,1.70472e-06,-2384.0,-3072.0,-3034.0
170473,1.70473e-06,-2384.0,-3072.0,-3034.0
170474,1.70474e-06,-2384.0,-3072.0,-3034.0
170475,1.70475e-06,-2384.0,-3072.0,-3034.0
170476,1.70476e-06,-2384.0,-3072.0,-3034.0
170477,1.70477e-06,-2384.0,-3072.0,-3034.0
170478,1.70478e-06,-2384.0,-3072.0,-3034.0
170479,1.70479e-06,-2384.0,-3072.0,-3034.0
170480,1.7048e-06,-2384.0,-3072.0,-3034.0
170481,1.70481e-06,-2384.0,-3072.0,-3034.0
170482,1.70482e-06,-2384.0,-3072.0,-3034.0
170483,1.70483e-06,-2384.0,-3072.0,-3034.0
170484,1.70484e-06,-2384.0,-3072.0,-3034.0
170485,1.70485e-06,-2384.0,-3072.0,-3034.0
170486,1.70486e-06,-2384.0,-3072.0,-3034.0
170487,1.70487e-06,-2384.0,-3072.0,-3034.0
170488,1.70488e-06,-2384.0,-3072.0,-3034.0
170489,1.70489e-06,-2384.0,-3072.0,-3034.0
170490,1.7049e-06,-2384.0,-3072.0,-3034.0
170491,1.70491e-06,-2384.0,-3072.0,-3034.0
170492,1.70492e-06,-2384.0,-3072.0,-3034.0
170493,1.70493e-06,-2384.0,-3072.0,-3034.0
170494,1.70494e-06,-2384.0,-3072.0,-3034.0
170495,1.70495e-06,-2384.0,-3072.0,-3034.0
170496,1.70496e-06,-2384.0,-3072.0,-3034.0
170497,1.70497e-06,-2384.0,-3072.0,-3034.0
170498,1.70498e-06,-2384.0,-3072.0,-3034.0
170499,1.70499e-06,-2384.0,-3072.0,-3034.0
170500,1.705e-06,-2384.0,-3072.0,-3034.0
170501,1.70501e-06,-2384.0,-3072.0,-3034.0
170502,1.70502e-06,-2384.0,-3072.0,-3034.0
170503,1.70503e-06,-2384.0,-3072.0,-3034.0
170504,1.70504e-06,-2384.0,-3072.0,-3034.0
170505,1.70505e-06,-2384.0,-3072.0,-3034.0
170506,1.70506e-06,-2384.0,-3072.0,-3034.0
170507,1.70507e-06,-2384.0,-3072.0,-3034.0
170508,1.70508e-06,-2384.0,-3072.0,-3034.0
170509,1.70509e-06,-2384.0,-3072.0,-3034.0
170510,1.7051e-06,-2384.0,-3072.0,-3034.0
170511,1.70511e-06,-2384.0,-3072.0,-3034.0
170512,1.70512e-06,-2384.0,-3072.0,-3034.0
170513,1.70513e-06,-2384.0,-3072.0,-3034.0
170514,1.70514e-06,-2384.0,-3072.0,-3034.0
170515,1.70515e-06,-2384.0,-3072.0,-3034.0
170516,1.70516e-06,-2384.0,-3072.0,-3034.0
170517,1.70517e-06,-2384.0,-3072.0,-3034.0
170518,1.70518e-06,-2384.0,-3072.0,-3034.0
170519,1.70519e-06,-2384.0,-3072.0,-3034.0
170520,1.7052e-06,-2384.0,-3072.0,-3034.0
170521,1.70521e-06,-2384.0,-3072.0,-3034.0
170522,1.70522e-06,-2384.0,-3072.0,-3034.0
170523,1.70523e-06,-2384.0,-3072.0,-3034.0
170524,1.70524e-06,-2384.0,-3072.0,-3034.0
170525,1.70525e-06,-2384.0,-3072.0,-3034.0
170526,1.70526e-06,-2384.0,-3072.0,-3034.0
170527,1.70527e-06,-2384.0,-3072.0,-3034.0
170528,1.70528e-06,-2384.0,-3072.0,-3034.0
170529,1.70529e-06,-2384.0,-3072.0,-3034.0
170530,1.7053e-06,-2384.0,-3072.0,-3034.0
170531,1.70531e-06,-2384.0,-3072.0,-3034.0
170532,1.70532e-06,-2384.0,-3072.0,-3034.0
170533,1.70533e-06,-2384.0,-3072.0,-3034.0
170534,1.70534e-06,-2384.0,-3072.0,-3034.0
170535,1.70535e-06,-2384.0,-3072.0,-3034.0
170536,1.70536e-06,-2384.0,-3072.0,-3034.0
170537,1.70537e-06,-2384.0,-3072.0,-3034.0
170538,1.70538e-06,-2384.0,-3072.0,-3034.0
170539,1.70539e-06,-2384.0,-3072.0,-3034.0
170540,1.7054e-06,-2384.0,-3072.0,-3034.0
170541,1.70541e-06,-2384.0,-3072.0,-3034.0
170542,1.70542e-06,-2384.0,-3072.0,-3034.0
170543,1.70543e-06,-2384.0,-3072.0,-3034.0
170544,1.70544e-06,-2384.0,-3072.0,-3034.0
170545,1.70545e-06,-2384.0,-3072.0,-3034.0
170546,1.70546e-06,-2384.0,-3072.0,-3034.0
170547,1.70547e-06,-2384.0,-3072.0,-3034.0
170548,1.70548e-06,-2384.0,-3072.0,-3034.0
170549,1.70549e-06,-2384.0,-3072.0,-3034.0
170550,1.7055e-06,-2384.0,-3072.0,-3034.0
170551,1.70551e-06,-2384.0,-3072.0,-3034.0
170552,1.70552e-06,-2384.0,-3072.0,-3034.0
170553,1.70553e-06,-2384.0,-3072.0,-3034.0
170554,1.70554e-06,-2384.0,-3072.0,-3034.0
170555,1.70555e-06,-2384.0,-3072.0,-3034.0
170556,1.70556e-06,-2384.0,-3072.0,-3034.0
170557,1.70557e-06,-2384.0,-3072.0,-3034.0
170558,1.70558e-06,-2384.0,-3072.0,-3034.0
170559,1.70559e-06,-2384.0,-3072.0,-3034.0
170560,1.7056e-06,-2384.0,-3072.0,-3034.0
170561,1.70561e-06,-2384.0,-3072.0,-3034.0
170562,1.70562e-06,-2384.0,-3072.0,-3034.0
170563,1.70563e-06,-2384.0,-3072.0,-3034.0
170564,1.70564e-06,-2384.0,-3072.0,-3034.0
170565,1.70565e-06,-2384.0,-3072.0,-3034.0
170566,1.70566e-06,-2384.0,-3072.0,-3034.0
170567,1.70567e-06,-2384.0,-3072.0,-3034.0
170568,1.70568e-06,-2384.0,-3072.0,-3034.0
170569,1.70569e-06,-2384.0,-3072.0,-3034.0
170570,1.7057e-06,-2384.0,-3072.0,-3034.0
170571,1.70571e-06,-2384.0,-3072.0,-3034.0
170572,1.70572e-06,-2384.0,-3072.0,-3034.0
170573,1.70573e-06,-2384.0,-3072.0,-3034.0
170574,1.70574e-06,-2384.0,-3072.0,-3034.0
170575,1.70575e-06,-2384.0,-3072.0,-3034.0
170576,1.70576e-06,-2384.0,-3072.0,-3034.0
170577,1.70577e-06,-2384.0,-3072.0,-3034.0
170578,1.70578e-06,-2384.0,-3072.0,-3034.0
170579,1.70579e-06,-2384.0,-3072.0,-3034.0
170580,1.7058e-06,-2384.0,-3072.0,-3034.0
170581,1.70581e-06,-2384.0,-3072.0,-3034.0
170582,1.70582e-06,-2384.0,-3072.0,-3034.0
170583,1.70583e-06,-2384.0,-3072.0,-3034.0
170584,1.70584e-06,-2384.0,-3072.0,-3034.0
170585,1.70585e-06,-2384.0,-3072.0,-3034.0
170586,1.70586e-06,-2384.0,-3072.0,-3034.0
170587,1.70587e-06,-2384.0,-3072.0,-3034.0
170588,1.70588e-06,-2384.0,-3072.0,-3034.0
170589,1.70589e-06,-2384.0,-3072.0,-3034.0
170590,1.7059e-06,-2384.0,-3072.0,-3034.0
170591,1.70591e-06,-2384.0,-3072.0,-3034.0
170592,1.70592e-06,-2384.0,-3072.0,-3034.0
170593,1.70593e-06,-2384.0,-3072.0,-3034.0
170594,1.70594e-06,-2384.0,-3072.0,-3034.0
170595,1.70595e-06,-2384.0,-3072.0,-3034.0
170596,1.70596e-06,-2384.0,-3072.0,-3034.0
170597,1.70597e-06,-2384.0,-3072.0,-3034.0
170598,1.70598e-06,-2384.0,-3072.0,-3034.0
170599,1.70599e-06,-2384.0,-3072.0,-3034.0
170600,1.706e-06,-2384.0,-3072.0,-3034.0
170601,1.70601e-06,-2384.0,-3072.0,-3034.0
170602,1.70602e-06,-2384.0,-3072.0,-3034.0
170603,1.70603e-06,-2384.0,-3072.0,-3034.0
170604,1.70604e-06,-2384.0,-3072.0,-3034.0
170605,1.70605e-06,-2384.0,-3072.0,-3034.0
170606,1.70606e-06,-2384.0,-3072.0,-3034.0
170607,1.70607e-06,-2384.0,-3072.0,-3034.0
170608,1.70608e-06,-2384.0,-3072.0,-3034.0
170609,1.70609e-06,-2384.0,-3072.0,-3034.0
170610,1.7061e-06,-2384.0,-3072.0,-3034.0
170611,1.70611e-06,-2384.0,-3072.0,-3034.0
170612,1.70612e-06,-2384.0,-3072.0,-3034.0
170613,1.70613e-06,-2384.0,-3072.0,-3034.0
170614,1.70614e-06,-2384.0,-3072.0,-3034.0
170615,1.70615e-06,-2384.0,-3072.0,-3034.0
170616,1.70616e-06,-2384.0,-3072.0,-3034.0
170617,1.70617e-06,-2384.0,-3072.0,-3034.0
170618,1.70618e-06,-2384.0,-3072.0,-3034.0
170619,1.70619e-06,-2384.0,-3072.0,-3034.0
170620,1.7062e-06,-2384.0,-3072.0,-3034.0
170621,1.70621e-06,-2384.0,-3072.0,-3034.0
170622,1.70622e-06,-2384.0,-3072.0,-3034.0
170623,1.70623e-06,-2384.0,-3072.0,-3034.0
170624,1.70624e-06,-2384.0,-3072.0,-3034.0
170625,1.70625e-06,-2384.0,-3072.0,-3034.0
170626,1.70626e-06,-2384.0,-3072.0,-3034.0
170627,1.70627e-06,-2384.0,-3072.0,-3034.0
170628,1.70628e-06,-2384.0,-3072.0,-3034.0
170629,1.70629e-06,-2384.0,-3072.0,-3034.0
170630,1.7063e-06,-2384.0,-3072.0,-3034.0
170631,1.70631e-06,-2384.0,-3072.0,-3034.0
170632,1.70632e-06,-2384.0,-3072.0,-3034.0
170633,1.70633e-06,-2384.0,-3072.0,-3034.0
170634,1.70634e-06,-2384.0,-3072.0,-3034.0
170635,1.70635e-06,-2384.0,-3072.0,-3034.0
170636,1.70636e-06,-2384.0,-3072.0,-3034.0
170637,1.70637e-06,-2384.0,-3072.0,-3034.0
170638,1.70638e-06,-2384.0,-3072.0,-3034.0
170639,1.70639e-06,-2384.0,-3072.0,-3034.0
170640,1.7064e-06,-2384.0,-3072.0,-3034.0
170641,1.70641e-06,-2384.0,-3072.0,-3034.0
170642,1.70642e-06,-2384.0,-3072.0,-3034.0
170643,1.70643e-06,-2384.0,-3072.0,-3034.0
170644,1.70644e-06,-2384.0,-3072.0,-3034.0
170645,1.70645e-06,-2384.0,-3072.0,-3034.0
170646,1.70646e-06,-2384.0,-3072.0,-3034.0
170647,1.70647e-06,-2384.0,-3072.0,-3034.0
170648,1.70648e-06,-2384.0,-3072.0,-3034.0
170649,1.70649e-06,-2384.0,-3072.0,-3034.0
170650,1.7065e-06,-2384.0,-3072.0,-3034.0
170651,1.70651e-06,-2384.0,-3072.0,-3034.0
170652,1.70652e-06,-2384.0,-3072.0,-3034.0
170653,1.70653e-06,-2384.0,-3072.0,-3034.0
170654,1.70654e-06,-2384.0,-3072.0,-3034.0
170655,1.70655e-06,-2384.0,-3072.0,-3034.0
170656,1.70656e-06,-2384.0,-3072.0,-3034.0
170657,1.70657e-06,-2384.0,-3072.0,-3034.0
170658,1.70658e-06,-2384.0,-3072.0,-3034.0
170659,1.70659e-06,-2384.0,-3072.0,-3034.0
170660,1.7066e-06,-2384.0,-3072.0,-3034.0
170661,1.70661e-06,-2384.0,-3072.0,-3034.0
170662,1.70662e-06,-2384.0,-3072.0,-3034.0
170663,1.70663e-06,-2384.0,-3072.0,-3034.0
170664,1.70664e-06,-2384.0,-3072.0,-3034.0
170665,1.70665e-06,-2384.0,-3072.0,-3034.0
170666,1.70666e-06,-2384.0,-3072.0,-3034.0
170667,1.70667e-06,-2384.0,-3072.0,-3034.0
170668,1.70668e-06,-2384.0,-3072.0,-3034.0
170669,1.70669e-06,-2384.0,-3072.0,-3034.0
170670,1.7067e-06,-2384.0,-3072.0,-3034.0
170671,1.70671e-06,-2384.0,-3072.0,-3034.0
170672,1.70672e-06,-2384.0,-3072.0,-3034.0
170673,1.70673e-06,-2384.0,-3072.0,-3034.0
170674,1.70674e-06,-2384.0,-3072.0,-3034.0
170675,1.70675e-06,-2384.0,-3072.0,-3034.0
170676,1.70676e-06,-2384.0,-3072.0,-3034.0
170677,1.70677e-06,-2384.0,-3072.0,-3034.0
170678,1.70678e-06,-2384.0,-3072.0,-3034.0
170679,1.70679e-06,-2384.0,-3072.0,-3034.0
170680,1.7068e-06,-2384.0,-3072.0,-3034.0
170681,1.70681e-06,-2384.0,-3072.0,-3034.0
170682,1.70682e-06,-2384.0,-3072.0,-3034.0
170683,1.70683e-06,-2384.0,-3072.0,-3034.0
170684,1.70684e-06,-2384.0,-3072.0,-3034.0
170685,1.70685e-06,-2384.0,-3072.0,-3034.0
170686,1.70686e-06,-2384.0,-3072.0,-3034.0
170687,1.70687e-06,-2384.0,-3072.0,-3034.0
170688,1.70688e-06,-2384.0,-3072.0,-3034.0
170689,1.70689e-06,-2384.0,-3072.0,-3034.0
170690,1.7069e-06,-2384.0,-3072.0,-3034.0
170691,1.70691e-06,-2384.0,-3072.0,-3034.0
170692,1.70692e-06,-2384.0,-3072.0,-3034.0
170693,1.70693e-06,-2384.0,-3072.0,-3034.0
170694,1.70694e-06,-2384.0,-3072.0,-3034.0
170695,1.70695e-06,-2384.0,-3072.0,-3034.0
170696,1.70696e-06,-2384.0,-3072.0,-3034.0
170697,1.70697e-06,-2384.0,-3072.0,-3034.0
170698,1.70698e-06,-2384.0,-3072.0,-3034.0
170699,1.70699e-06,-2384.0,-3072.0,-3034.0
170700,1.707e-06,-2384.0,-3072.0,-3034.0
170701,1.70701e-06,-2384.0,-3072.0,-3034.0
170702,1.70702e-06,-2384.0,-3072.0,-3034.0
170703,1.70703e-06,-2384.0,-3072.0,-3034.0
170704,1.70704e-06,-2384.0,-3072.0,-3034.0
170705,1.70705e-06,-2384.0,-3072.0,-3034.0
170706,1.70706e-06,-2384.0,-3072.0,-3034.0
170707,1.70707e-06,-2384.0,-3072.0,-3034.0
170708,1.70708e-06,-2384.0,-3072.0,-3034.0
170709,1.70709e-06,-2384.0,-3072.0,-3034.0
170710,1.7071e-06,-2384.0,-3072.0,-3034.0
170711,1.70711e-06,-2384.0,-3072.0,-3034.0
170712,1.70712e-06,-2384.0,-3072.0,-3034.0
170713,1.70713e-06,-2384.0,-3072.0,-3034.0
170714,1.70714e-06,-2384.0,-3072.0,-3034.0
170715,1.70715e-06,-2384.0,-3072.0,-3034.0
170716,1.70716e-06,-2384.0,-3072.0,-3034.0
170717,1.70717e-06,-2384.0,-3072.0,-3034.0
170718,1.70718e-06,-2384.0,-3072.0,-3034.0
170719,1.70719e-06,-2384.0,-3072.0,-3034.0
170720,1.7072e-06,-2384.0,-3072.0,-3034.0
170721,1.70721e-06,-2384.0,-3072.0,-3034.0
170722,1.70722e-06,-2384.0,-3072.0,-3034.0
170723,1.70723e-06,-2384.0,-3072.0,-3034.0
170724,1.70724e-06,-2384.0,-3072.0,-3034.0
170725,1.70725e-06,-2384.0,-3072.0,-3034.0
170726,1.70726e-06,-2384.0,-3072.0,-3034.0
170727,1.70727e-06,-2384.0,-3072.0,-3034.0
170728,1.70728e-06,-2384.0,-3072.0,-3034.0
170729,1.70729e-06,-2384.0,-3072.0,-3034.0
170730,1.7073e-06,-2384.0,-3072.0,-3034.0
170731,1.70731e-06,-2384.0,-3072.0,-3034.0
